text,label
오늘 나 반팔 입었닼 날씨 너무 좋네 진짜 반팔 이해 가능한 더위다 진짜 너무 더워... 와 갑자기 날씨 왜이럼? 그니까  미쳤냐고  오늘 가성비회식한다 치킨먹는대... 양념 종류별로 시켜벌라 무슨 회식을 2차도 아니고 1차부터 치킨을... 내말이 겁이 없네 돈 없으면 하지를 마라  소도 아니요 돼지도 아니요 그럴 거면 돈을 모아서 회식을 하짘 굳이 짜증 어처구니없는 메뉴 다 시켜벌라 노가리 황태 같은거  벌써 맛있다 ,0
비많이 오니깐 오늘 자기 퇴근할때 걸어가지 마십시오 봐서요 걸어갔다간 옷이고 신발이고 다 젖을거 같어 근데 나 끝날시간에 버스가 없어 동네 택시라도 콜해서 타고 가요 동네 택시 한번도 안타봐서 무서운데 그래도 시도해봐!! 알았어요,0
"속지 내 것도 있음 아니 진짜 아싸 속지 보자 이동네 도착했는데 머 응?? 안 와 울집으로 움직여조,,",0
  안녕하세요 소속 고객만족센터 이름입니다   회원 정보와 관련된 피해를 입었을 경우에는 어떻게 해야 하나요   고객님 혹시 성함이랑 연락처 알 수 있을까요   네 이름은 이름 전번입니다   네 잠시만요 확인해보겠습니다   정보가 유출된 거 같은데   네 고객님 어떤 내용이신가요   갑자기 광고 문자가 계속 와요 소속 문자로요   불편을 드려 죄송합니다 저희가 확인 후 연락드려도 될까요   네 빨리 확인해주세요   네 고객님 소속 이름이었습니다,0
다시 병원 오라했었으니 좀따 갈겨 코로나 때문에 실업급여 실업인정 완전 쉬워졌네... 나도 실업급여좀 줘 중소기업 지원금 주자나 코로나라고 코로나 때문에 영세기업 소상공인 중소기업 다 지원금 주던디 유도 확인해바 버즈 수리하러 왔는데 30분 대기하래요 도랏군... 30분갖고 뭘...,0
  고객님 어떤 문의신가요   핸드폰 잠금 해제 할 때 컴퓨터 연결해서 하는 거요   네 고객님 핸드폰 잠금 해제 건이시고요   시리얼을 등록하라 하는데 그러면 기계를 뜯어야 되잖아요   시리얼 넘버는 이제 고객님 유심카드 장착하는 곳 있죠   거기에 보시면 이제 시리얼 넘버가 기재가 되어 있으시거든요   그쪽에요 유심카드가 좌측에 있나   예 고객님 혹시 지금 저희 상담 요청해주신 게 상품 모델 맞으세요   예 상품 그거 맞아요,0
  다름이 아니라 이천십년에서 이천십이년 사이 생산된 일부 피씨 제품과 함께 제공된 상품을 일대일 무상 교환 해드리고 있습니다   고객님 현재 사용하시는 제품이 상품 노트북 맞으십니까   네 그거 맞아요   고객님 노트북 충전하실 때 사용하시는 선이 어댑터랑 전원 코드로 구성이 되어 있으신데요   노트북에 꽂히는데부터 중앙에 네모난 모양까지는 어댑터라고 해서 교환이 안되시구요   저희가 교환해드리고 있는 부분은 어댑터랑 전원 콘센트 사이 연결해주는 선인 전원 코드입니다   근데 그거 왜 교환을 해줘요   교환 없이 계속 사용하시다 보면 나중에 피씨 전원 상에 문제가 발생될 소지가 있으셔서요   저희가 미리 교환해드리고 있습니다   잠깐만요 언제부터 산거요   이천십년에서 이천십이년 사이에 생산된 노트북이에요   고객님  노트북과 함께 제공된 전원 코드 교환해드리고 있거든요   저희가 택배 서비스 통해서 교환해드릴텐데요 진행해 드릴까요   네 혹시 추가 비용을 지불해야 하는게 있나요   없습니다 저희가 무상으로 교환해드리는거에요,0
일단 소고기 구워줘야징  오빠 혹시 주인아줌마 마주친적 있어? 아니 나랑 있을때 말고도? 그때 딱한번 후 그치? 말고없는데 왜? 식은땀... 무슨일있어? 아까 전화와서 낼 계약서 얘기하다가 동생이 남자냬 ,0
본인 입장도 이해하고요. 황당할 수 있겠지만 이번 사건은요. 강성훈 한 사람이 불법 도박 사이트 운영하면서요. 대포 통장이 필요하니까 본인을 포함한 전국의 130명의 민의자들에게 통장을 구매했다고 진실하셨을 때 연락된 부분이시고요. 저희도 지금 통화하다 보면 몇몇 분들은 돈을 받고 판매한 분들도 계셔서 이래 확인 장식상 연락된 부분이십니다.,1
  안녕하세요 소속 상담원 이름입니다   안녕하세요 궁금한 게 있어서 연락 드립니다   네 무엇을 도와드릴까요   충전 결제를 이용 했는데요   충전 결제를 이용한 내역은 어디서 확인 하나요   네 문의 하신 내용에 답변을 드리겠습니다   소속 페이에서 포인트에 가시면요   사용과 충전 이력을 통해 확인이 가능하세요   친절한 안내 감사합니다   행복한 하루 되세요 소속 이름이었습니다,0
  안녕하세요 소속 상담원 이름입니다   네 안녕하세요 선생님 문의 사항 있어서 연락드렸어요   네 고객님 어떤 문의사항이신가요   이벤트 참여했는데 당첨 확인은 어디서 하나요   당첨 확인은 마이페이지 이벤트 참여 현황에서 확인하실 수 있습니다   그리고 큰 이벤트의 경우에는 개인 정보란에 기재하셨던 번호로요   문자를 보내드리기도 합니다   모바일에서도 확인 가능하죠   모바일에서도 앱 켜셔서 이벤트 참여 현황 보시면 되고요   앱 알림 기능 켜놓으시면 당첨 알림도 가능합니다   상세한 상담해 주셔서 도움이 많이 됐어요   감사합니다 소속 이름이었습니다   친절한 상담 감사합니다,0
  안녕하세요 소속 상담원 이름입니다   네 장비구니에 대해 여쭤보려고요   네 장비구니 어떤 문의세요   장바구니에 담아둔 상품이 사라졌어요   네 일단 불편을 드려 죄송합니다   네 어떻게 된 건가요   장바구니의 상품은 최대 삼십일까지 보관됩니다   삼십일이 지나지 않았는데 삭제된 거예요   상품 판매 종료 또는 매진될 경우 자동으로 삭제됩니다   네 그렇군요 알겠습니다,0
  기사님이랑 통화를 해보시는 게 좋을 것 같아요   아니 지난 번에 추석 전에도 한 번 그 물건을 시켰어요   그때도 해운대 반여집으로 잡더라고요   그러놓고 나서 물건이 다시 집으로 다시 돌아 왔더라고요   그러니까 그렇게 해서 배송이 되시는 거에요   그 기사님이 배송을 고객님 께 직접 했다고 하니까 기사님하고 통화를 해보세요   전화번호 문자로 보내드릴까요 고객님   전번 이거 아니에요   예 맞아요 고객님 통화해 보시면 바로 확인 가능하세요   기사님들이 잘 안 받아요   일단 이거 전화 받고 다시 연락 드릴게요   예 한 번 통화 부탁드릴게요,0
  반갑습니다 이름입니다   네 다름이 아니고요   소속에 이름 계신가요   통화 좀 하고 싶은데요   네 확인 한 번 해보겠습니다   잠시만 기다려주세요   네 확인 좀 해주세요   네 기다려 주셔서 감사합니다   과장님이 전화 가능 하도록 연락 남겨 드릴 텐데요   전화번호가 어떻게 되십니까   제 전화번호는 전번이에요,0
  안녕하세요 고객님 소속 상담원 이름입니다 무엇을 도와드릴까요   네 안녕하세요 문의드릴 게 있어서요   네 어떤 문의이실까요 고객님   제품을 수령했는데 파손되어 있어요   네 많이 당황하셨겠습니다   이거 어떻게 처리해야 할까요   수령 당시 택배 박스 제품 포장재 등을 받으신 상태 그대로 보존하여서요   일대일 문의글로 사진과 함께 접수 부탁드립니다   네 그렇게 할게요   상태 그대로를 보존하지 않으면 파손 사고 접수 시 확인이 어렵습니다   네 참고하겠습니다 감사합니다   네 답변이 도움이 되었기를 바랍니다 감사합니다,0
  기분좋은 아침입니다 소속 상담원 이름입니다   네 궁금한 게 있어서 전화드렸습니다   네 고객님 어떤 게 궁금하신가요   소속 쇼핑몰 맞죠 제가 맞게 전화 걸었죠   네 맞습니다 고객님 어떤 걸 도와드릴까요   앱 푸쉬 설정을 어떻게 해야 할지 모르겠어요   네 앱 푸쉬 설정의 경우 왼쪽 상단에 메뉴로 들어가신 후에요   앱 설정에서 푸쉬알림 수신 동의에서 설정이 가능하세요   예 로그인 해서 메뉴로 들어가면 볼 수 있죠   네 설정에서 푸쉬 알림 수신 동의로 설정해주시면 되세요   알겠습니다 궁금한점이 생기면 연락드리겠습니다   네 감사합니다 상담원 이름였습니다,0
진짜 30초가 딱이에요 30초돌려와서 살짝식혀서 먹으니가 꿀맛이다 헉 치즈 너무고소해 크... 그죠 넘 좋은 것 꿀맛이야  도서관 밖에 6분이 외부서가 보고계시는데 들어가면 더많은책이있습니다..! 그래요 여러분 들어오세오 헤치지않아오 결국 안들어가셨따   매니저님 오믄 얘기해주세오 저 화장시르...! 오 지금 갈게용 넵넵,0
  반갑습니다 소속 상담사 이름입니다   안녕하세요 뭐 하나 물어볼게요   네 고객님 어떤 문의이시죠   제가 공연 티켓을 지인에게 선물해 주고 싶어서요   네 방법 알려 드릴까요   네 어떻게 넘길 수 있죠   결제하실 때 받는 사람 정보를요   지인 분 정보로 변경하여 주문하시면 됩니다   그러면 제가 결제해도 상관없는 거죠   네 고객님 선물 가능합니다   네 알겠습니다 감사합니다,0
  반갑습니다 소속고객센터 입니다 무엇을 도와드릴까요   수고하십니다 상품 마스크를 주문했는데요   백 개 플러스 스무 개를 주문해서 칠만 원 송금했는데   백 이십 매 구매해주셨고요   문자 보니까 오십 플러스 십 매 해갖고 발송된다고 하더라고요   주문자분 성함이랑 휴대폰 번호 말씀해 주세요   이름은 이름고예 휴대폰 번호는 전번입니다   확인 감사합니다 마스크 백이십 매 정상적으로 주문되셨구요   대표 상품명이 나가셔서 혼동을 드렸던 것 같습니다   그래요 헷갈리게 그래도 다행이네요   그리고 마스크 그거 언제 옵니까   하루에서 삼 일 정도 내로 받아보실 겁니다   오늘 아니면 내일 온다는 이야기네 수고하세요   감사합니다 소속 이름였습니다 좋은 하루 되세요,0
  안녕하세요 소속 이름입니다   반갑습니다 상품 바닥부터 매트리스 깔판까지요   높이가 어떻게 되나요   바닥에서 매트리스를 얹는 깔판까지의 높이는 삼십이센티이지만요   바닥의 수평이 안 맞거나 재는 위치에 따라 오차가 발생할 수 있어요   그럼 상품 좌우 위치를 선택하거나 변경이 가능한가요   네 서랍의 좌우는 설치 및 재조립 시 선택 가능합니다   네 그렇군요 알려주셔서 감사합니다   다른 문의 사항 있으시면 소속으로 연락주세요   알겠습니다 좋은 하루 보내세요,0
  안녕하세요 고객님 소속 상담원 이름입니다 무엇을 도와드릴까요   네 안녕하세요 문의드릴 게 있어서요   네 어떤 문의이실까요 고객님   신용카드과 현금 복합결제가 가능한가요   현재 온라인 결제로는 포인트와 타 결제수단의 복합결제만 가능하세요   타 결제수단이라 하면 어떤 거죠   그냥 기존 결제 수단들을 말하는 거예요   신용카드 무통장입금 계좌이체같은 것들이요   네 이해했습니다 감사합니다   네 감사합니다 좋은 하루 되십시오,0
  반갑습니다 상담사 이름입니다   이기프트 아이템 관련해서 궁금한게 있는데요   네 어떤 점이 궁금하신가요   이기프트 아이템으로 구매할 수 있는 메뉴는 어떻게 되나요   소속에서 판매하는 음료 푸드 상품을 다양하게 제공합니다   결제 수단은 어떻게 되나요   소속카드 신용카드 및 소속을 통해서 결제하실 수 있습니다   알겠습니다 확인 감사합니다   고객님 다른 문의사항은 없으신가요   네 다른 문의사항 없습니다   감사합니다 상담사 이름이었습니다,0
  반갑습니다 소속 이름입니다   네 안녕하세요 현금영수증 발행에 대해 문의하려고요   네 신청 대상은 무통장과 실시간 계좌이체 결제 고객님입니다   혹시 위에 해당되시나요 선생님   네 실시간 계좌이체를 해서 가능할 거예요 발행은 언제 되나요   예 발행은 입금일로부터 삼일 이내에 됩니다   그럼 제가 이틀 전에 결제했으니까 곧 발행되겠네요   그럼 발행은 어디에서 확인하나요   예 결제 시 입력하신 이메일로 발송됩니다   네 좋은 참고가 되었어요 감사합니다   고맙습니다 저는 소속이었습니다   예 안녕히 계세요,0
  소속 이름입니다 무엇을 도와 드릴까요   상품 이거 보고 있는데 이거는 몇 개월부터 섭취가 가능한가요   이게 배랑 대추 성분만 들어있어요   그래서 배랑 대추를 먹어본 경험만 있으면 드실 수 있습니다   몇 개월 이렇게는 안 알려주시나요   네 평균적으로 중기 이유식을 시작하는 팔 개월부터 무리가 없습니다   중기 이유식 시작하는 시기요   네 다만 아이마다 상황이 다를 수 있으니까 그에 맞춰서 섭취해주세요   네 알겠습니다 감사합니다   혹시 더 궁금하신 사항이 있으신가요   아니요 지금은 없어요   네 행복한 하루 되시구요 상담사 이름이었습니다,0
아 내동생 예뽀예뽀 힝 온니 그 프린트 내가해서 갈가?? 학교에서??  옴마가 한다했느넺 옴마한테 한번 전화해바 웅 알쪄,0
  안녕하세요 소속 이름 상담사 입니다   이번에 괌이나 하와이 여행을 가려고 하는데요   그러시군요 어떤 문의사항 이신가요   여기가 사실상 미국 땅 이잖아요   미국 본토와 마찬가지인 지역입니다   이스타를 꼭 발급받아야 해요   우선 괌의 경우 이스타 면제 발급이 됩니다   대신 최대 사십오일 까지만 체류 가능합니다   이스타랑 무슨 차이에요   이스타 수수료가 십사 달러가 들지만요   대신 구십일 동안 체류 가능하십니다   그렇게 오래 놀 생각은 없어요 알겠습니다   즐거운 여행 준비 되시길 바라겠습니다,0
네? 여보세요? 네 잠시 통화 가능하신가요? 네 말씀하세요 자 OOO씨 동명이인이 있어서 그러는데요 본인 확인 먼저 하고 사건 결혼 말씀해드리겠습니다 네 말씀하세요 OOO씨 맞으시죠? 아닙니다 아니시라고요? 네,1
  안녕하세요 고객님 소속 상담원 이름입니다 무엇을 도와드릴까요   네 안녕하세요 문의드릴 게 있어서요   네 어떤 문의이실까요 고객님   포인트 적립은 어떻게 되나요   포인트는 주문 완료 시 주문 금액의 2% 적립됩니다   뭐 리뷰 쓰는것도 적립이 되는 것 같던데요   리뷰 등록 시에는 일반리뷰 이백포인트 포토리뷰 천포인트가 적립됩니다   네 알겠습니다 감사합니다   또 다른 문의사항 있으십니까   아뇨 없습니다 감사합니다 수고하세요   네 좋은 하루 되십시오 감사합니다,0
  반갑습니다 소속 이름입니다   네 문의 좀 하려고 하는데요   네 어떤 부분이십니까   결제하는데 다른 사람 명의의 신용카드를 등록할 수 있나요   타의명의 카드 등록 불가합니다   그럼 법인명의 카드는요   법인명으로 된 법인카드도 사용이 불가능합니다   그래요 알겠습니다 안내 감사합니다   다른 문의사항 있으십니까   아니요 더 없습니다   네 감사합니다 이름이었습니다,0
일단 우리 아파트단지라도.. 아파트단지 잘 찾으면 거찮은 4 많은 4 갗아 아니면 저기 동잇하이빟이라도 조아 동일하이빌 고급시러워서 오목공원도 검색해보바 안양천은어떨까나  인양천 괜찮다  가볼까?  안양천은 한강만큼 사람도 없고  아주멋지다 잘되어있는걸?  꽃짚 옆 오르막길 올라가면 나오는 너 조아하는공간은 어디야? 거긴어때?  그리구 부천종합운동장도 언니는 괜찮았는데말이징 저녁에가면 넘 어둑어둑하려나  내가 조아하는 그 공간도 가볼래? 작은 공원이랑 정자가 있어  운동장도 해질녁 쯤 가면 아주 멋질 것 같은걸  다 가보자 동네에 있는 멋진공간들을 활용하구시퍼,0
킥맞아 지나서 첨 내렸는 은근 가깝더라 우히히 키득 어딘데 집이양 씻고연락해줄게 걱정했잖아 일단 계좡 계좌에 웅?,0
  행복한 하루 시작 소속 상담원 이름입니다   예 수고하십니다 한 가지 제가 문의해 볼게요   네 고객님 말씀하시면 답변 드리겠습니다   #소속#에서 아기 옷을 구매했는데요 수선을 하고 싶어서요   수선 관련 접수는 고객센터 문의 혹은 전화로 연락 바랍니다   혹시 제가 매장에 직접 가서 수선을 요청할 수도 있나요   가까운소속 전국 매장에서도 수선 접수 가능하십니다   온라인으로 접수할 때 택배비는 어떻게 되나요   왕복 택배비 비용 발생 및 수선 기간은요   순차적으로 진행되어 삼주 정도 소요되는 점 양해 부탁 드립니다   꽤 오래 걸리네요 알겠습니다   오늘 하루 행복한 일들만 가득했으면 좋겠습니다   상담사님도 좋은 하루 보내시기 바랍니다,0
아 오늘 편하게 출근하려고 반팔입었더니 좀 춥네 오늘 엄청 추운데? 반팔이야???... 어 춥네... 이제 음악 들으면서 여유롭게 일하는 중 너네 그런것도 되니? 그냥 이어폰 꼽고 일하는거지 뭐... 역시 버스커버스커 좋겠다... 우린 안돼 안돼..? 한쪽만 슬쩍 들어보자  우리 전화받앜 그러다 헷갈려서 노래부르라고? 나쁘지않지,0
"네, 집중해주세요. 네, 여보세요? 여보세요? 네. 네, 저 서울중앙지검의 이민호 검사입니다. 네네. 네, 일단 본인 상황하고 사건 번호부터 좀 확인 좀 할게요. 네? 본인 상황하고 사건 번호부터 좀 확인 좀 하겠습니다. 네, 일단 지금 그냥 바로 기획원에 가셔서 네. 지금 계산을 하실 거예요. 지금 보니까 이 출금에 본인 이 출금 계좌가 있으시거든요. 네.",1
아니면 대기걸고 데리러올래? 매갈들렸다가 놉 저번처럼오뢔걸릴까바 봣 봐서 거기 주차할때도없어서 걍 가,0
  기분 좋은 아침입니다 소속 상담원 이름입니다   안녕하세요 궁금한 게 있어서요   고객님 어떤 문의신지 편히 말씀해 주세요   살균소독기의 상단 선반과 하단 선반을 바꿔서 사용해도 되나요   네 고객님 제가 확인 후 바로 말씀드릴 수 있도록 하겠습니다   알겠습니다 확인하시고 말씀 부탁드립니다   고객님 기다려주셔서 감사합니다 말씀드릴게요   네 고객님 위 아래 선반을 이동하여 사용 가능합니다   그렇군요 혹시 높이 조절은 될까요   높이 조절은 불가능 합니다   참고로 팔인용 모델은 삼 단으로 높이 조절 가능하세요   알겠습니다 친절한 안내 감사해요   추가 문의 사항 언제든지 연락 주세요 상담사 이름이었습니다,0
  반갑습니다 상담사 이름입니다   소속카드 오더는 소속카드가 있어야만 이용할 수 있나요   네 소속카드를 등록한 회원을 대상으로 제공하는 서비스입니다   결제도 그 카드로만 해야 하나요   맞습니다 소속카드로만 결제가 가능합니다   그럼 소속카드를 만들려면 어떻게 해야 돼요   그건 소속카드 고객센터로 문의 부탁드립니다   .알겠습니다 확인 감사합니다   네 고객님 다른 문의사항은 없으신가요   네 다른 문의사항은 없어요   감사합니다 상담사 이름이었습니다,0
아닝 그냥 렌트 한 35마넌 한대 1년에 청소만 함 해줘  세탁기 냉장고 전자렌지 일케 오키 괜찮네 14일동안 밖에도 못나가니까  방청소 제품청소 정신머리까지 싹 청소 가넝할듯 정신머리는 뭐하게 ,0
  반갑습니다 소속 이름입니다   방금 계좌이체 했는데 현금영수증 신청히려고요   고객님 주문 조회를 위해서 성함 연락처 말씀해 주세요   주문자 이름 전번에요   네 확인 감사합니다 입금 확인되셨습니다   현금영수증 번호는 어떻게 해드릴까요   네 전화번호로 해주세요   네 방금 현금영수증 처리되셨습니다   네 신청 감사합니다   감사합니다 소속 이름였습니다,0
  반갑습니다 소속 이름입니다   앱으로 회원가입해서 받은 오천 원 할인 쿠폰 사용이 안 됐어요   고객님 조회를 위해서 성함 연락처 말씀해 주세요   접수자 이름 전번이요   방금 주문하신 #상품# 문의 건 맞으세요   네 방금 주문했어요   확인 결과 전화 주문으로 하셨네요   전화 주문의 경우 비회원으로 되어서 할인 쿠폰 사용이 불가합니다   그 쿠폰은 어떻게 쓸 수 있나요   다음 결제 시 쿠폰 사용 가능하세요   네 알았어요 수고하세요   다른 문의 없으십니까   네 없어요 고맙습니다   감사합니다 소속 이름였습니다,0
콩나물국 먹어야딩 힣히 건강식이네욤 오늘은 웅 엄마밥 최고에용 키 나는 이제 버스탓다아 이제 일하로가자아 버스타구 가는주우웅 오늘두 밖에 더웡? 나쁘지 않아 가망히 앉아잇으면 그래두 덥지 않을 정두 밤에는 시원하지 않을깡 어제는 시원하던뎅 마자 어제는 시원해서 엄마랑 산책햇옹  나는 시원하네하구 호다닥 집가버렷쥥응알겠어!! 난 다시 누워야겟당 난 열일해야겟당!!!... 힘내세요오  예에에에엥 빠샤빠샤!!! 너는 뒹굴뒹굴하가가 5시30분맞춰서 나가남 웅 그럴까싶옹!,0
  안녕하세요 소속 이름 입니다   저기 세탁기 고무 패킹 때 제거하는 게 있던데   저희가 정확한 상품명이나 번호가 필요하십니다 지금 확인 가능하실까요   저희 가장 상단에 보시면 일곱 자리 숫자가 기재가 되어있습니다   그게 꼭 필요한거에요   저희가 워낙 많은 상품을 판매하다 보니까요   상품번호가 상품인 거 같은데요   상품이 맞으신 거구요   네 지금 상품 확인됐습니다   이거 어떤 문의건 때문에 그러실까요   그거 구매를 할려면 어떻게 해야 되죠   두 피쓰 짜리 세 피스 짜리 네 피스짜리 이렇게 있으신데요   옵션을 어떻게 도와드리면 될까요 고객님   이거 세 개짜리 해주세요   감사합니다 주소는 이 번호에 이전 기록 있으신데 이리로 해드릴까요   예 주소 이리로 감사합니다   네 고객님 주문 되셨구요 좋은 하루 보내세요   네네 갑사합니다 좋은 하루 보내세요,0
  안녕하세요 고객님 무엇을 도와드릴까요   네 상품을 제가 두 개를 샀거든요   네 두 개를 사셨고요   혹시 구입하신 상품이 뭘까요   칫솔세트인데 진동칫솔이요 그런데 한 개만 왔어요   네 고객님 이거 한 개 색상이 품절된 게 혹시 네이비일까요   네 맞아요 네이비 색상이요   네 그거만 품절이라서요 따로 배송이 된 거고요   늦어도 다음주 중에는 발송이 되실 거세요   그래요 품절이었나봐요 그러면요   네 물량이 부족해서요 양해해주시면 감사드리겠습니다   아니요 그럼 미리 다음부턴 이야기를 해주세요   하나만 와서 제가 당황했어요   네 그러겠습니다 감사합니다,0
  신선한 제품으로 보답하겠습니다 소속 상담원 이름입니다   여기 소속 리조트거든요 여기 소속 상품권 사용 되나요   죄송하지만 고객님 소속 리조트 입점 매장은 상품권이 사용이 어려우십니다   그래요 알겠어요 다른데서 쓰죠 뭐   양해해 주셔서 감사합니다 소속 이름이었습니다   괜찮습니다 그럴 수도 있죠 고생하세요,0
  안녕하세요 소속 이름입니다   구매 내역에서 상품 취소 버튼이 보이질 않네요   반갑습니다 조회를 위해 성함과 연락처 말씀해 주세요   이름은 이름이고 전번이에요   주문한 상품 두 개가 확인이 되네요   네 맞아요 왜 취소 버튼이 보이질 않는 건가요   주문한 상품 중 주문 제작 상품이 포함되어 있네요   다른 분께 재판매가 되질 않기 위해 취소가 불가능할 수 있습니다   그럼 취소가 불가능한가요   아니요 처리 가능합니다 어떤 상품 취소를 원하시나요   상품 취소해 주세요   네 취소 접수되었습니다   빠른 처리 감사합니다   감사합니다 소속 이름이었습니다,0
